time,steer_pos,thrust_pos,break_pos,tail1_pos,tail2_pos,vtg_knots,vtg_km,        gll,S/N,gll2,E/W,euler0,euler1,euler2,lin_acc0,lin_acc1mlin_acc2,gyro0,gyro1,gyro2
2022-11-01_15:09:27
0,0,0,str(tail1_pos),str(tail2_pos)),3.739,6.925,3357.50658,S,01827.77273,E,124.4375,-2.0,12.5625,-0.02,0.05,-0.13,-0.001090830782496456,0.002181661564992912,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),2.970,5.501,3357.50608,S,01827.77184,E,124.4375,-2.0,12.5625,-0.03,0.06,0.01,-0.001090830782496456,-0.004363323129985824,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),2.352,4.356,3357.50562,S,01827.77123,E,124.375,-2.0,12.5625,-1.04,0.38,0.07,0.05235987755982989,-0.11344640137963143,0.07308566242726255
0,0,0,str(tail1_pos),str(tail2_pos)),1.863,3.451,3357.50521,S,01827.77076,E,124.0,-1.875,12.3125,0.02,-0.01,0.39,0.016362461737446838,-0.07853981633974483,-0.025089107997418487
0,0,0,str(tail1_pos),str(tail2_pos)),1.535,2.844,3357.50514,S,01827.77030,E,124.25,-1.125,12.375,0.09,-0.26,-0.43,-0.009817477042468103,0.09599310885968812,-0.06981317007977318
0,0,0,str(tail1_pos),str(tail2_pos)),4.408,8.164,3357.50595,S,01827.76970,E,125.0,-1.5625,12.6875,-0.12,0.01,-0.08,0.002181661564992912,-0.003272492347489368,0.009817477042468103
0,0,0,str(tail1_pos),str(tail2_pos)),1.047,1.939,3357.50644,S,01827.76947,E,125.0,-1.5625,12.625,0.07,0.04,-0.08,0.002181661564992912,0.004363323129985824,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.545,1.009,3357.50645,S,01827.76930,E,125.0,-1.5625,12.625,0.03,0.03,-0.04,0.004363323129985824,0.003272492347489368,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),2.225,4.120,3357.50644,S,01827.76868,E,125.0,-1.5625,12.625,0.0,0.03,-0.1,0.0,-0.002181661564992912,0.003272492347489368
0,0,0,str(tail1_pos),str(tail2_pos)),3.492,6.467,3357.50643,S,01827.76763,E,125.0,-1.5625,12.625,0.05,0.02,-0.04,0.002181661564992912,0.0,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),4.336,8.030,3357.50647,S,01827.76628,E,125.0,-1.5625,12.625,0.04,0.05,-0.09,0.002181661564992912,-0.001090830782496456,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),4.782,8.857,3357.50656,S,01827.76474,E,125.0,-1.5625,12.625,-0.01,0.04,0.0,-0.003272492347489368,0.003272492347489368,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),4.985,9.232,3357.50692,S,01827.76309,E,125.0,-1.5625,12.625,0.01,0.05,-0.01,0.0,0.004363323129985824,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),3.482,6.450,3357.50710,S,01827.76180,E,125.0,-1.5625,12.625,0.01,0.02,-0.14,0.001090830782496456,-0.001090830782496456,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),2.357,4.364,3357.50703,S,01827.76090,E,125.0,-1.5625,12.625,-0.01,0.0,-0.03,0.001090830782496456,0.002181661564992912,0.002181661564992912
0,0,0,str(tail1_pos),str(tail2_pos)),1.458,2.701,3357.50686,S,01827.76037,E,125.0,-1.5625,12.625,-0.04,0.03,-0.14,-0.001090830782496456,0.002181661564992912,0.002181661564992912
0,0,0,str(tail1_pos),str(tail2_pos)),1.263,2.339,3357.50663,S,01827.76001,E,125.0,-1.5625,12.625,0.02,0.01,-0.09,0.0,-0.004363323129985824,-0.003272492347489368
0,0,0,str(tail1_pos),str(tail2_pos)),0.809,1.499,3357.50645,S,01827.75979,E,125.0,-1.5625,12.625,-0.04,0.02,0.0,0.0,0.0,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.480,0.889,3357.50630,S,01827.75969,E,125.0,-1.5625,12.625,-0.03,0.06,-0.05,-0.001090830782496456,0.0,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),0.580,1.074,3357.50617,S,01827.75972,E,125.0,-1.5625,12.625,-0.01,0.03,-0.11,0.001090830782496456,-0.001090830782496456,0.003272492347489368
2022-11-01_15:09:38
0,0,0,str(tail1_pos),str(tail2_pos)),1.164,2.155,3357.50589,S,01827.75986,E,125.0,-1.5625,12.625,0.04,0.03,-0.03,0.001090830782496456,0.001090830782496456,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.473,0.875,3357.50573,S,01827.75980,E,125.0,-1.5625,12.625,-0.01,0.03,-0.09,0.002181661564992912,0.001090830782496456,-0.002181661564992912
0,0,0,str(tail1_pos),str(tail2_pos)),0.325,0.602,3357.50567,S,01827.75983,E,125.0,-1.5625,12.625,0.02,0.04,-0.12,0.002181661564992912,0.003272492347489368,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.184,0.341,3357.50564,S,01827.75988,E,125.0,-1.5625,12.625,0.0,0.06,-0.24,0.0,-0.002181661564992912,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.212,0.393,3357.50561,S,01827.75982,E,125.0,-1.5625,12.625,-0.02,0.06,-0.04,0.0,0.001090830782496456,0.001090830782496456
