time,steer_pos,thrust_pos,break_pos,tail1_pos,tail2_pos,vtg_knots,vtg_km,        gll,S/N,gll2,E/W,euler0,euler1,euler2,lin_acc0,lin_acc1mlin_acc2,gyro0,gyro1,gyro2
2022-10-31_17:01:31
0,0,0,str(tail1_pos),str(tail2_pos)),0.199,0.369,3357.51065,S,01827.58088,E,359.9375,-5.125,10.8125,-0.03,0.01,0.01,0.0,0.002181661564992912,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),0.229,0.425,3357.51073,S,01827.58110,E,359.9375,-5.125,10.8125,-0.01,0.0,0.04,0.003272492347489368,0.0,-0.004363323129985824
0,0,0,str(tail1_pos),str(tail2_pos)),0.248,0.458,3357.51079,S,01827.58133,E,359.9375,-5.125,10.8125,-0.02,-0.02,0.04,-0.001090830782496456,0.002181661564992912,-0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.153,0.284,3357.51095,S,01827.58160,E,359.9375,-5.125,10.8125,-0.02,0.01,0.0,0.002181661564992912,-0.001090830782496456,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),0.150,0.277,3357.51101,S,01827.58166,E,359.9375,-5.125,10.8125,-0.01,-0.01,-0.02,0.001090830782496456,0.003272492347489368,-0.002181661564992912
0,0,0,str(tail1_pos),str(tail2_pos)),0.012,0.021,3357.51105,S,01827.58167,E,359.9375,-5.125,10.8125,0.0,0.01,0.0,0.001090830782496456,-0.002181661564992912,0.001090830782496456
0,0,0,str(tail1_pos),str(tail2_pos)),0.074,0.138,3357.51105,S,01827.58159,E,359.9375,-5.125,10.8125,0.0,-0.01,0.11,0.002181661564992912,0.004363323129985824,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),0.097,0.180,3357.51111,S,01827.58171,E,359.9375,-5.125,10.8125,-0.02,0.0,0.0,0.002181661564992912,0.003272492347489368,0.0
0,0,0,str(tail1_pos),str(tail2_pos)),0.283,0.525,3357.51118,S,01827.58173,E,359.9375,-5.125,10.8125,-0.02,0.0,-0.05,0.001090830782496456,-0.001090830782496456,0.001090830782496456
6214,6249,6526,str(tail1_pos),str(tail2_pos)),0.213,0.395,3357.51120,S,01827.58185,E,359.9375,-5.125,10.8125,-0.02,0.0,0.0,0.0,-0.006544984694978736,0.0
6214,6337,6526,str(tail1_pos),str(tail2_pos)),0.113,0.209,3357.51124,S,01827.58203,E,359.9375,-5.125,10.8125,-0.04,-0.01,-0.13,0.0,-0.002181661564992912,0.001090830782496456
6214,6355,6526,str(tail1_pos),str(tail2_pos)),0.344,0.637,3357.51131,S,01827.58221,E,359.9375,-5.125,10.8125,0.05,-0.06,0.17,0.003272492347489368,0.001090830782496456,0.004363323129985824
6214,6408,6526,str(tail1_pos),str(tail2_pos)),0.413,0.765,3357.51138,S,01827.58245,E,0.0,-5.125,10.8125,-0.08,0.0,0.09,-0.001090830782496456,-0.004363323129985824,0.0
6214,6408,6526,str(tail1_pos),str(tail2_pos)),0.474,0.877,3357.51153,S,01827.58268,E,0.0,-5.125,10.8125,0.05,0.0,-0.05,0.001090830782496456,0.004363323129985824,-0.002181661564992912
5814,6408,6526,str(tail1_pos),str(tail2_pos)),0.541,1.002,3357.51171,S,01827.58296,E,0.0,-5.1875,10.8125,-0.11,0.05,0.11,0.002181661564992912,0.006544984694978736,0.001090830782496456
5688,6408,6526,str(tail1_pos),str(tail2_pos)),0.252,0.466,3357.51169,S,01827.58330,E,0.0,-5.1875,10.8125,0.12,0.01,-0.05,0.0,0.006544984694978736,0.0
5634,6408,6526,str(tail1_pos),str(tail2_pos)),0.285,0.528,3357.51168,S,01827.58337,E,0.0,-5.1875,10.8125,-0.15,0.01,0.04,0.003272492347489368,-0.006544984694978736,-0.003272492347489368
5526,6408,6526,str(tail1_pos),str(tail2_pos)),0.333,0.617,3357.51165,S,01827.58324,E,0.0,-5.1875,10.8125,0.03,-0.02,-0.01,0.001090830782496456,0.001090830782496456,-0.003272492347489368
5580,6408,6526,str(tail1_pos),str(tail2_pos)),0.135,0.251,3357.51193,S,01827.58338,E,0.0,-5.1875,10.8125,-0.11,0.06,-0.2,0.003272492347489368,0.004363323129985824,-0.001090830782496456
5688,6408,6526,str(tail1_pos),str(tail2_pos)),0.067,0.124,3357.51194,S,01827.58368,E,0.0,-5.1875,10.8125,0.1,0.0,0.02,0.0,-0.003272492347489368,0.004363323129985824
2022-10-31_17:01:44
5760,6408,6526,str(tail1_pos),str(tail2_pos)),0.190,0.351,3357.51208,S,01827.58393,E,0.0,-5.1875,10.8125,-0.01,0.03,-0.13,0.001090830782496456,-0.002181661564992912,-0.001090830782496456
