2022-10-13_08:28:39,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:41,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:42,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:42,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:43,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:43,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:43,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:44,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:44,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:44,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:44,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:45,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:45,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:46,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:46,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
2022-10-13_08:28:46,6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
6014,6014,6176,
